fuel,unit,summary_stat,subsample,summary_time,time_period,segmentation_variable_1,segment_1_value,value,n_sample,n_statistic,mean_temp,mean_hdd,decimal_places,weekday_weekend,mean_floor_area,n_mean_floor_area,mean_bedrooms,n_mean_bedrooms,mean_occupants,n_mean_occupants
Net Electricity,kWh,mean,all,2021,2021,None,None,9.823,10764.0,10764.0,10.378,5.74,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,2021,2021,None,None,7.7,10764.0,10764.0,10.378,5.74,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,2021,2021,None,None,8.168,10764.0,10.0,10.378,5.74,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,2021,2021,None,None,12.212,10764.0,10.0,10.378,5.74,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,2021,2021,None,None,5.415,10764.0,10.0,10.378,5.74,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,2021,2021,None,None,38.677,7962.0,7962.0,10.414000000000001,5.711,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,2021,2021,None,None,22.359,7962.0,7962.0,10.414000000000001,5.711,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,2021,2021,None,None,34.842,7962.0,10.0,10.414000000000001,5.711,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,2021,2021,None,None,48.21,7962.0,10.0,10.414000000000001,5.711,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,2021,2021,None,None,24.125,7962.0,10.0,10.414000000000001,5.711,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,heating_season_2020_2021,heating_season_2020_2021,None,None,11.754000000000001,3749.0,3749.0,8.667,7.068,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,heating_season_2020_2021,heating_season_2020_2021,None,None,9.857000000000001,3749.0,3749.0,8.667,7.068,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,heating_season_2020_2021,heating_season_2020_2021,None,None,9.241,3749.0,10.0,8.667,7.068,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,heating_season_2020_2021,heating_season_2020_2021,None,None,14.196,3749.0,10.0,8.667,7.068,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,heating_season_2020_2021,heating_season_2020_2021,None,None,6.152,3749.0,10.0,8.667,7.068,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,heating_season_2020_2021,heating_season_2020_2021,None,None,49.506,3076.0,3076.0,8.656,7.077000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,heating_season_2020_2021,heating_season_2020_2021,None,None,28.649,3076.0,3076.0,8.656,7.077000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,heating_season_2020_2021,heating_season_2020_2021,None,None,44.676,3076.0,10.0,8.656,7.077000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,heating_season_2020_2021,heating_season_2020_2021,None,None,62.449,3076.0,10.0,8.656,7.077000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,heating_season_2020_2021,heating_season_2020_2021,None,None,30.173000000000002,3076.0,10.0,8.656,7.077000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Jan-21,2021,None,None,13.862,11979.0,11979.0,3.583,12.037,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Jan-21,2021,None,None,13.034,11979.0,11979.0,3.583,12.037,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Jan-21,2021,None,None,10.197000000000001,11979.0,10.0,3.583,12.037,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Jan-21,2021,None,None,16.236,11979.0,10.0,3.583,12.037,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Jan-21,2021,None,None,6.712999999999999,11979.0,10.0,3.583,12.037,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Jan-21,2021,None,None,80.868,9021.0,9021.0,3.5980000000000003,12.02,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Jan-21,2021,None,None,44.957,9021.0,9021.0,3.5980000000000003,12.02,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Jan-21,2021,None,None,74.34899999999999,9021.0,10.0,3.5980000000000003,12.02,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Jan-21,2021,None,None,101.87299999999999,9021.0,10.0,3.5980000000000003,12.02,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Jan-21,2021,None,None,51.971000000000004,9021.0,10.0,3.5980000000000003,12.02,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Feb-21,2021,None,None,12.987,12037.0,12037.0,5.185,10.376,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Feb-21,2021,None,None,11.878,12037.0,12037.0,5.185,10.376,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Feb-21,2021,None,None,9.708,12037.0,10.0,5.185,10.376,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Feb-21,2021,None,None,15.457,12037.0,10.0,5.185,10.376,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Feb-21,2021,None,None,6.355,12037.0,10.0,5.185,10.376,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Feb-21,2021,None,None,71.69800000000001,9095.0,9095.0,5.207999999999999,10.350999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Feb-21,2021,None,None,40.189,9095.0,9095.0,5.207999999999999,10.350999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Feb-21,2021,None,None,65.722,9095.0,10.0,5.207999999999999,10.350999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Feb-21,2021,None,None,90.70299999999999,9095.0,10.0,5.207999999999999,10.350999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Feb-21,2021,None,None,45.753,9095.0,10.0,5.207999999999999,10.350999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Mar-21,2021,None,None,11.484000000000002,11951.0,11951.0,7.047999999999999,8.466000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Mar-21,2021,None,None,13.677,11951.0,11951.0,7.047999999999999,8.466000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Mar-21,2021,None,None,8.802999999999999,11951.0,10.0,7.047999999999999,8.466000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Mar-21,2021,None,None,13.744000000000002,11951.0,10.0,7.047999999999999,8.466000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Mar-21,2021,None,None,5.733,11951.0,10.0,7.047999999999999,8.466000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Mar-21,2021,None,None,56.175,9053.0,9053.0,7.0729999999999995,8.441,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Mar-21,2021,None,None,33.02,9053.0,9053.0,7.0729999999999995,8.441,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Mar-21,2021,None,None,51.178999999999995,9053.0,10.0,7.0729999999999995,8.441,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Mar-21,2021,None,None,71.056,9053.0,10.0,7.0729999999999995,8.441,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Mar-21,2021,None,None,34.663000000000004,9053.0,10.0,7.0729999999999995,8.441,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Apr-21,2021,None,None,10.11,11840.0,11840.0,6.515,9.12,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Apr-21,2021,None,None,14.835,11840.0,11840.0,6.515,9.12,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Apr-21,2021,None,None,7.934,11840.0,10.0,6.515,9.12,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Apr-21,2021,None,None,12.47,11840.0,10.0,6.515,9.12,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Apr-21,2021,None,None,5.143,11840.0,10.0,6.515,9.12,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Apr-21,2021,None,None,45.041000000000004,8985.0,8985.0,6.542000000000001,9.095,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Apr-21,2021,None,None,29.480999999999998,8985.0,8985.0,6.542000000000001,9.095,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Apr-21,2021,None,None,39.995,8985.0,10.0,6.542000000000001,9.095,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Apr-21,2021,None,None,57.531000000000006,8985.0,10.0,6.542000000000001,9.095,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Apr-21,2021,None,None,25.873,8985.0,10.0,6.542000000000001,9.095,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,May-21,2021,None,None,9.129,11797.0,11797.0,10.08,5.632999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,May-21,2021,None,None,15.089,11797.0,11797.0,10.08,5.632999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,May-21,2021,None,None,7.48,11797.0,10.0,10.08,5.632999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,May-21,2021,None,None,11.379000000000001,11797.0,10.0,10.08,5.632999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,May-21,2021,None,None,4.88,11797.0,10.0,10.08,5.632999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,May-21,2021,None,None,31.743000000000002,8885.0,8885.0,10.119,5.593999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,May-21,2021,None,None,22.765,8885.0,8885.0,10.119,5.593999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,May-21,2021,None,None,27.665,8885.0,10.0,10.119,5.593999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,May-21,2021,None,None,41.251999999999995,8885.0,10.0,10.119,5.593999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,May-21,2021,None,None,17.09,8885.0,10.0,10.119,5.593999999999999,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Jun-21,2021,None,None,7.5120000000000005,11803.0,11803.0,15.538,1.412,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Jun-21,2021,None,None,16.717,11803.0,11803.0,15.538,1.412,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Jun-21,2021,None,None,6.495,11803.0,10.0,15.538,1.412,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Jun-21,2021,None,None,9.459,11803.0,10.0,15.538,1.412,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Jun-21,2021,None,None,4.255,11803.0,10.0,15.538,1.412,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Jun-21,2021,None,None,10.038,8854.0,8854.0,15.593,1.38,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Jun-21,2021,None,None,11.079,8854.0,8854.0,15.593,1.38,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Jun-21,2021,None,None,7.686,8854.0,10.0,15.593,1.38,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Jun-21,2021,None,None,12.607000000000001,8854.0,10.0,15.593,1.38,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Jun-21,2021,None,None,4.372,8854.0,10.0,15.593,1.38,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Jul-21,2021,None,None,7.4510000000000005,11825.0,11825.0,17.414,0.484,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Jul-21,2021,None,None,14.87,11825.0,11825.0,17.414,0.484,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Jul-21,2021,None,None,6.535,11825.0,10.0,17.414,0.484,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Jul-21,2021,None,None,9.461,11825.0,10.0,17.414,0.484,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Jul-21,2021,None,None,4.285,11825.0,10.0,17.414,0.484,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Jul-21,2021,None,None,8.086,8830.0,8830.0,17.468,0.466,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Jul-21,2021,None,None,10.23,8830.0,8830.0,17.468,0.466,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Jul-21,2021,None,None,6.147,8830.0,10.0,17.468,0.466,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Jul-21,2021,None,None,10.142000000000001,8830.0,10.0,17.468,0.466,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Jul-21,2021,None,None,3.484,8830.0,10.0,17.468,0.466,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Aug-21,2021,None,None,7.575,11605.0,11605.0,15.88,0.802,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Aug-21,2021,None,None,13.565999999999999,11605.0,11605.0,15.88,0.802,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Aug-21,2021,None,None,6.52,11605.0,10.0,15.88,0.802,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Aug-21,2021,None,None,9.48,11605.0,10.0,15.88,0.802,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Aug-21,2021,None,None,4.281000000000001,11605.0,10.0,15.88,0.802,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Aug-21,2021,None,None,9.047,8646.0,8646.0,15.92,0.779,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Aug-21,2021,None,None,8.709,8646.0,8646.0,15.92,0.779,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Aug-21,2021,None,None,6.99,8646.0,10.0,15.92,0.779,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Aug-21,2021,None,None,11.435,8646.0,10.0,15.92,0.779,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Aug-21,2021,None,None,3.855,8646.0,10.0,15.92,0.779,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Sep-21,2021,None,None,7.692,11663.0,11663.0,15.811,1.146,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Sep-21,2021,None,None,5.596,11663.0,11663.0,15.811,1.146,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Sep-21,2021,None,None,6.656000000000001,11663.0,10.0,15.811,1.146,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Sep-21,2021,None,None,9.746,11663.0,10.0,15.811,1.146,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Sep-21,2021,None,None,4.396,11663.0,10.0,15.811,1.146,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Sep-21,2021,None,None,10.925999999999998,8704.0,8704.0,15.863,1.117,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Sep-21,2021,None,None,9.977,8704.0,8704.0,15.863,1.117,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Sep-21,2021,None,None,8.447000000000001,8704.0,10.0,15.863,1.117,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Sep-21,2021,None,None,14.152000000000001,8704.0,10.0,15.863,1.117,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Sep-21,2021,None,None,4.713,8704.0,10.0,15.863,1.117,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Oct-21,2021,None,None,8.902999999999999,11774.0,11774.0,12.237,3.478,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Oct-21,2021,None,None,6.5889999999999995,11774.0,11774.0,12.237,3.478,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Oct-21,2021,None,None,7.457000000000001,11774.0,10.0,12.237,3.478,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Oct-21,2021,None,None,11.005999999999998,11774.0,10.0,12.237,3.478,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Oct-21,2021,None,None,4.931,11774.0,10.0,12.237,3.478,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Oct-21,2021,None,None,27.36,8774.0,8774.0,12.270999999999999,3.443,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Oct-21,2021,None,None,20.152,8774.0,8774.0,12.270999999999999,3.443,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Oct-21,2021,None,None,23.456999999999997,8774.0,10.0,12.270999999999999,3.443,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Oct-21,2021,None,None,36.355,8774.0,10.0,12.270999999999999,3.443,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Oct-21,2021,None,None,13.354000000000001,8774.0,10.0,12.270999999999999,3.443,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Nov-21,2021,None,None,10.395999999999999,11547.0,11547.0,7.92,7.624,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Nov-21,2021,None,None,8.499,11547.0,11547.0,7.92,7.624,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Nov-21,2021,None,None,8.229,11547.0,10.0,7.92,7.624,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Nov-21,2021,None,None,12.540999999999999,11547.0,10.0,7.92,7.624,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Nov-21,2021,None,None,5.505,11547.0,10.0,7.92,7.624,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Nov-21,2021,None,None,51.732,8597.0,8597.0,7.928,7.614,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,standard deviation,all,Nov-21,2021,None,None,31.253,8597.0,8597.0,7.928,7.614,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,median,all,Nov-21,2021,None,None,46.603,8597.0,10.0,7.928,7.614,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,75th percentile,all,Nov-21,2021,None,None,66.203,8597.0,10.0,7.928,7.614,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,25th percentile,all,Nov-21,2021,None,None,31.333000000000002,8597.0,10.0,7.928,7.614,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,mean,all,Dec-21,2021,None,None,11.54,11683.0,11683.0,6.806,8.761000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,standard deviation,all,Dec-21,2021,None,None,9.822000000000001,11683.0,11683.0,6.806,8.761000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,median,all,Dec-21,2021,None,None,9.012,11683.0,10.0,6.806,8.761000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,75th percentile,all,Dec-21,2021,None,None,13.849,11683.0,10.0,6.806,8.761000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Net Electricity,kWh,25th percentile,all,Dec-21,2021,None,None,5.882999999999999,11683.0,10.0,6.806,8.761000000000001,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
Gas,kWh,mean,all,Dec-21,2021,None,None,62.051,8661.0,8661.0,6.827000000000001,8.738,3.0,both,95.55154655376131,7617.0,2.9189509439924164,12659.0,2.2773861386138607,12625.0
